player,team,AVG,G,PA,AB,H,HR,RBI,SB,BB,HBP,SO,SH,GDP,OBP,SLG,OPS,RC27,XR27,year
小林　誠司,巨人,0.226,70,204,177,40,2,13,2,19,3,39,5,6,0.312,0.294,0.605,2.96,2.97,2015
福浦　和也,ロッテ,0.272,73,199,173,47,2,21,1,20,6,34,0,4,0.367,0.324,0.691,4.60,4.54,2015
荒木　貴裕,ヤクルト,0.253,73,196,170,43,2,12,5,16,1,30,8,3,0.319,0.335,0.654,3.57,3.57,2015
西岡　剛,阪神,0.262,50,196,172,45,2,14,1,22,1,21,0,5,0.347,0.343,0.69,3.99,3.99,2015
川島　慶三,ソフトバンク,0.274,77,194,157,43,2,20,7,22,3,29,9,2,0.368,0.401,0.769,5.41,5.45,2015
高谷　裕亮,ソフトバンク,0.175,93,192,171,30,1,16,0,13,0,31,8,2,0.234,0.24,0.473,1.41,1.52,2015
杉谷　拳士,日本ハム,0.295,84,192,166,49,1,12,8,9,7,28,9,1,0.355,0.367,0.723,4.44,4.37,2015
ハーミッダ,日本ハム,0.211,50,192,166,35,1,18,1,24,2,60,0,1,0.318,0.289,0.607,3.37,3.41,2015
ブランコ,オリックス,0.194,52,189,165,32,9,24,0,21,1,53,0,2,0.286,0.364,0.649,3.51,3.88,2015
野間　峻祥,広島,0.241,127,188,170,41,1,10,8,10,1,37,6,2,0.286,0.371,0.656,3.65,3.61,2015
渡辺　直人,西武,0.272,83,188,158,43,0,23,1,14,5,26,10,2,0.348,0.329,0.677,4.24,4.15,2015
山崎　勝己,オリックス,0.204,79,188,147,30,0,14,1,13,8,31,19,2,0.302,0.238,0.54,2.35,2.45,2015
根元　俊一,ロッテ,0.245,62,187,163,40,2,15,2,20,0,41,3,0,0.326,0.362,0.688,4.43,4.47,2015
福田　永将,中日,0.243,79,185,169,41,6,23,0,14,0,62,0,7,0.297,0.408,0.706,3.69,3.83,2015
福田　秀平,ソフトバンク,0.232,84,183,168,39,1,14,10,12,0,35,3,1,0.283,0.339,0.623,3.31,3.23,2015
西田　哲朗,楽天,0.22,62,183,168,37,1,8,2,11,0,44,4,4,0.268,0.28,0.548,1.92,1.95,2015
大野　奨太,日本ハム,0.194,74,180,155,30,0,10,1,16,1,29,8,6,0.273,0.245,0.518,1.79,1.81,2015
鶴岡　一成,阪神,0.229,70,179,153,35,1,15,0,15,0,43,10,2,0.296,0.301,0.597,2.93,2.94,2015
金子　侑司,西武,0.224,57,176,156,35,1,6,11,10,0,43,10,0,0.271,0.308,0.579,2.54,2.59,2015
江越　大賀,阪神,0.214,56,176,168,36,5,16,2,6,2,64,0,0,0.25,0.387,0.637,3.40,3.43,2015
高田　知季,ソフトバンク,0.237,81,175,156,37,1,11,4,12,0,43,7,2,0.292,0.288,0.58,2.74,2.76,2015
本多　雄一,ソフトバンク,0.228,61,174,158,36,0,4,5,9,1,36,6,2,0.274,0.278,0.552,2.24,2.22,2015
牧田　明久,楽天,0.311,82,172,151,47,1,14,4,14,3,14,2,7,0.376,0.377,0.754,4.71,4.66,2015
高橋　周平,中日,0.208,51,172,154,32,4,18,2,16,1,42,1,5,0.287,0.338,0.624,2.91,3.00,2015
ナニータ,中日,0.308,52,169,156,48,0,15,1,9,2,24,1,4,0.351,0.385,0.736,4.92,4.64,2015
遠藤　一星,中日,0.271,41,165,140,38,4,14,3,11,7,25,4,1,0.348,0.386,0.734,4.78,4.98,2015
宮崎　敏郎,DeNA,0.289,58,163,152,44,1,10,0,6,4,21,0,5,0.331,0.362,0.693,4.09,3.96,2015
新井　良太,阪神,0.193,93,162,150,29,4,19,0,10,1,41,0,3,0.247,0.327,0.574,2.39,2.55,2015
杉山　翔大,中日,0.183,64,161,153,28,3,17,1,3,2,33,3,3,0.209,0.261,0.47,1.18,1.32,2015
藤井　彰人,阪神,0.172,71,159,134,23,0,3,0,21,0,20,4,4,0.284,0.194,0.478,1.62,1.78,2015
関根　大気,DeNA,0.222,55,159,144,32,1,10,8,8,0,22,6,1,0.261,0.326,0.588,2.81,2.91,2015
高橋　由伸,巨人,0.278,77,158,133,37,5,21,2,20,4,39,0,3,0.386,0.429,0.815,6.26,6.25,2015
岡島　豪郎,楽天,0.168,41,155,137,23,1,13,7,12,0,15,4,0,0.232,0.255,0.487,1.92,2.18,2015
縞田　拓弥,オリックス,0.226,80,152,133,30,2,16,3,12,0,30,6,1,0.288,0.361,0.649,3.66,3.64,2015
田中　浩康,ヤクルト,0.201,82,151,134,27,1,11,3,11,2,18,4,4,0.272,0.261,0.533,2.15,2.23,2015
吉村　裕基,ソフトバンク,0.217,73,151,129,28,3,15,0,16,5,36,0,1,0.325,0.357,0.681,4.27,4.35,2015
橋本　到,巨人,0.219,68,151,137,30,1,10,4,9,1,35,3,1,0.27,0.336,0.606,3.10,3.08,2015
