year,team,player
2022,DeNA,髙田　琢登
2022,DeNA,東妻　純平
2022,DeNA,梶原　昂希
2022,DeNA,平良　拳太郎
2022,DeNA,知野　直人
2022,DeNA,蝦名　達夫
2022,DeNA,エスコバー
2022,DeNA,関根　大気
2022,DeNA,中川　虎大
2022,DeNA,宮國　椋丞
2022,DeNA,山下　幸輝
2022,DeNA,有吉　優樹
2022,DeNA,森原　康平
2022,DeNA,宮城　滝太
2022,DeNA,石川　達也
2022,DeNA,ソト
2022,DeNA,加藤　大
2022,DeNA,村川　凪
2022,DeNA,東出　直也
2022,DeNA,大橋　武尊
2022,DeNA,マルセリーノ
2022,DeNA,ディアス
2022,DeNA,スターリン
2022,オリックス,渡部　遼人
2022,オリックス,石岡　諒太
2022,オリックス,福田　周平
2022,オリックス,佐藤　一磨
2022,オリックス,若月　健矢
2022,オリックス,谷岡　楓太
2022,オリックス,中田　惟斗
2022,オリックス,安達　了一
2022,オリックス,平野　大和
2022,オリックス,バレラ
2022,オリックス,西野　真弘
2022,オリックス,鶴見　凌也
2022,オリックス,宗　佑磨
2022,オリックス,吉田　正尚
2022,オリックス,松山　真之
2022,オリックス,野口　智哉
2022,オリックス,大城　滉二
2022,オリックス,川瀬　堅斗
2022,オリックス,山﨑　福也
2022,オリックス,山下　舜平大
2022,オリックス,辻垣　高良
2022,オリックス,宮城　大弥
2022,オリックス,釣　寿生
2022,オリックス,マッカーシー
2022,オリックス,椋木　蓮
2022,オリックス,平野　佳寿
2022,オリックス,増井　浩俊
2022,オリックス,山本　由伸
2022,オリックス,山岡　泰輔
2022,オリックス,近藤　大亮
2022,オリックス,山中　尭之
2022,オリックス,竹安　大知
2022,オリックス,園部　佳太
2022,オリックス,村西　良太
2022,オリックス,大里　昂生
2022,オリックス,伏見　寅威
2022,オリックス,紅林　弘太郎
2022,オリックス,西村　凌
2022,オリックス,能見　篤史
2022,オリックス,元　謙太
2022,オリックス,富山　凌雅
2022,オリックス,田嶋　大樹
2022,オリックス,Ｋ－鈴木
2022,オリックス,太田　椋
2022,オリックス,福永　奨
2022,オリックス,松井　雅人
2022,オリックス,比嘉　幹貴
2022,オリックス,山足　達也
2022,オリックス,中川　颯
2022,オリックス,来田　涼斗
2022,オリックス,池田　陵真
2022,オリックス,大下　誠一郎
2022,オリックス,佐野　皓大
2022,オリックス,ラベロ
2022,オリックス,前　佑囲斗
2022,オリックス,頓宮　裕真
2022,オリックス,阿部　翔太
2022,オリックス,本田　仁海
2022,オリックス,海田　智行
2022,オリックス,齋藤　綱記
2022,オリックス,澤田　圭佑
2022,オリックス,小田　裕也
2022,オリックス,横山　楓
2022,オリックス,宜保　翔
2022,オリックス,黒木　優太
2022,オリックス,Ｔ－岡田
2022,オリックス,小木田　敦也
2022,オリックス,山田　修義
2022,オリックス,ワゲスパック
2022,オリックス,バルガス
2022,オリックス,佐野　如一
2022,オリックス,中川　拓真
2022,オリックス,山﨑　颯一郎
2022,オリックス,漆原　大晟
2022,オリックス,吉田　凌
2022,オリックス,中川　圭太
2022,オリックス,中村　勝
2022,オリックス,ビドル
2022,オリックス,東　晃平
2022,オリックス,宇田川　優希
2022,オリックス,張　奕
2022,オリックス,杉本　裕太郎
2022,オリックス,廣澤　伸哉
2022,オリックス,榊原　翼
2022,ソフトバンク,川瀬　晃
2022,ソフトバンク,髙田　知季
2022,ソフトバンク,風間　球打
2022,ソフトバンク,スチュワート・ジュニア
2022,ソフトバンク,ガルビス
2022,ソフトバンク,松田　宣浩
2022,ソフトバンク,今宮　健太
2022,ソフトバンク,中村　晃
2022,ソフトバンク,明石　健志
2022,ソフトバンク,柳田　悠岐
2022,ソフトバンク,大竹　耕太郎
2022,ソフトバンク,津森　宥紀
2022,ソフトバンク,チャトウッド
2022,ソフトバンク,黒瀬　健太
2022,ソフトバンク,中谷　将大
2022,ソフトバンク,又吉　克樹
2022,ソフトバンク,東浜　巨
2022,ソフトバンク,武田　翔太
2022,ソフトバンク,甲斐　拓也
2022,ソフトバンク,甲斐野　央
2022,ソフトバンク,和田　毅
2022,ソフトバンク,牧原　巧汰
2022,ソフトバンク,周東　佑京
2022,ソフトバンク,栗原　陵矢
2022,ソフトバンク,田中　正義
2022,ソフトバンク,レイ
2022,ソフトバンク,グラシアル
2022,ソフトバンク,高橋　礼
2022,ソフトバンク,石川　柊太
2022,ソフトバンク,佐藤　直樹
2022,ソフトバンク,正木　智也
2022,ソフトバンク,柳町　達
2022,ソフトバンク,増田　珠
2022,ソフトバンク,椎野　新
2022,ソフトバンク,モイネロ
2022,ソフトバンク,牧原　大成
2022,ソフトバンク,森　唯斗
2022,ソフトバンク,尾形　崇斗
2022,ソフトバンク,杉山　一樹
2022,ソフトバンク,千賀　滉大
2022,ソフトバンク,大関　友久
2022,ソフトバンク,井上　朋也
2022,ソフトバンク,笹川　吉康
2022,ソフトバンク,谷川原　健太
2022,ソフトバンク,川原田　純平
2022,ソフトバンク,髙橋　純平
2022,ソフトバンク,藤井　皓哉
2022,ソフトバンク,秋吉　亮
2022,ソフトバンク,板東　湧梧
2022,ソフトバンク,上林　誠知
2022,ソフトバンク,リチャード
2022,ソフトバンク,泉　圭輔
2022,ソフトバンク,デスパイネ
2022,ソフトバンク,野村　大樹
2022,ソフトバンク,田浦　文丸
2022,ソフトバンク,嘉弥真　新也
2022,ソフトバンク,木村　大成
2022,ソフトバンク,水谷　瞬
2022,ソフトバンク,中村　亮太
2022,ソフトバンク,奥村　政稔
2022,ソフトバンク,海野　隆司
2022,ソフトバンク,大竹　風雅
2022,ソフトバンク,真砂　勇介
2022,ソフトバンク,九鬼　隆平
2022,ソフトバンク,松本　裕樹
2022,ソフトバンク,笠谷　俊介
2022,ソフトバンク,三森　大貴
2022,ソフトバンク,小林　珠維
2022,ソフトバンク,田上　奏大
2022,ソフトバンク,渡邉　陸
2022,ソフトバンク,野村　勇
2022,ソフトバンク,佐藤　宏樹
2022,ソフトバンク,石塚　綜一郎
2022,ソフトバンク,藤野　恵音
2022,ソフトバンク,中道　佑哉
2022,ソフトバンク,桑原　秀侍
2022,ソフトバンク,早　真之介
2022,ソフトバンク,緒方　理貢
2022,ソフトバンク,伊藤　大将
2022,ソフトバンク,居谷　匠真
2022,ソフトバンク,勝連　大稀
2022,ソフトバンク,舟越　秀虎
2022,ソフトバンク,川村　友斗
2022,ソフトバンク,岡本　直也
2022,ソフトバンク,大城　真乃
2022,ソフトバンク,アルメンタ
2022,ソフトバンク,荒木　翔太
2022,ソフトバンク,重田　倫明
2022,ソフトバンク,井﨑　燦志郎
2022,ソフトバンク,三浦　瑞樹
2022,ソフトバンク,フェリックス
2022,ソフトバンク,中村　宜聖
2022,ソフトバンク,村上　舜
2022,ソフトバンク,シモン
2022,ソフトバンク,田中　怜利　ハモンド
2022,ソフトバンク,ヘラルディーノ
2022,ソフトバンク,加藤　洸稀
2022,ソフトバンク,山崎　琢磨
2022,ソフトバンク,佐久間　拓斗
2022,ソフトバンク,山本　恵大
2022,ソフトバンク,加藤　晴空
2022,ソフトバンク,瀧本　将生
2022,ソフトバンク,三代　祥貴
2022,ソフトバンク,佐藤　琢磨
2022,ソフトバンク,仲田　慶介
2022,ソフトバンク,ロドリゲス
2022,ヤクルト,並木　秀尊
2022,ヤクルト,奥村　展征
2022,ヤクルト,山田　哲人
2022,ヤクルト,キブレハン
2022,ヤクルト,西浦　直亨
2022,ヤクルト,丸山　和郁
2022,ヤクルト,川端　慎吾
2022,ヤクルト,元山　飛優
2022,ヤクルト,内川　聖一
2022,ヤクルト,中山　翔太
2022,ヤクルト,塩見　泰隆
2022,ヤクルト,荒木　貴裕
2022,ヤクルト,奥川　恭伸
2022,ヤクルト,石山　泰稚
2022,ヤクルト,オスナ
2022,ヤクルト,高梨　裕稔
2022,ヤクルト,山下　輝
2022,ヤクルト,原　樹理
2022,ヤクルト,清水　昇
2022,ヤクルト,丸山　翔大
2022,ヤクルト,寺島　成輝
2022,ヤクルト,石川　雅規
2022,ヤクルト,下　慎之介
2022,ヤクルト,木澤　尚文
2022,ヤクルト,山野　太一
2022,ヤクルト,松井　聖
2022,ヤクルト,青木　宣親
2022,ヤクルト,岩田　幸宏
2022,ヤクルト,星　知弥
2022,ヤクルト,内山　太嗣
2022,ヤクルト,サンタナ
2022,ヤクルト,中村　悠平
2022,ヤクルト,吉田　大喜
2022,ヤクルト,小川　泰弘
2022,ヤクルト,西田　明央
2022,ヤクルト,山崎　晃大朗
2022,ヤクルト,松本　直樹
2022,ヤクルト,内山　壮真
2022,ヤクルト,田口　麗斗
2022,ヤクルト,杉山　晃基
2022,ヤクルト,マクガフ
2022,ヤクルト,梅野　雄吾
2022,ヤクルト,宮本　丈
2022,ヤクルト,市川　悠太
2022,ヤクルト,柴田　大地
2022,ヤクルト,坂口　智隆
2022,ヤクルト,山本　大貴
2022,ヤクルト,大西　広樹
2022,ヤクルト,嶋　基宏
2022,ヤクルト,太田　賢吾
2022,ヤクルト,高橋　奎二
2022,ヤクルト,金久保　優斗
2022,ヤクルト,渡邉　大樹
2022,ヤクルト,スアレス
2022,ヤクルト,濱田　太貴
2022,ヤクルト,近藤　弘樹
2022,ヤクルト,長谷川　宙輝
2022,ヤクルト,サイスニード
2022,ヤクルト,村上　宗隆
2022,ヤクルト,鈴木　裕太
2022,ヤクルト,古賀　優大
2022,ヤクルト,長岡　秀樹
2022,ヤクルト,小森　航大郎
2022,ヤクルト,武岡　龍世
2022,ヤクルト,久保　拓眞
2022,ヤクルト,竹山　日向
2022,ヤクルト,コール
2022,ヤクルト,大下　佑馬
2022,ヤクルト,松本　友
2022,ヤクルト,吉田　大成
2022,ヤクルト,嘉手苅　浩太
2022,ヤクルト,宮台　康平
2022,ヤクルト,今野　龍太
2022,ヤクルト,小澤　怜史
2022,ヤクルト,赤羽　由紘
2022,ロッテ,池田　来翔
2022,ロッテ,荻野　貴司
2022,ロッテ,藤原　恭大
2022,ロッテ,松川　虎生
2022,ロッテ,角中　勝也
2022,ロッテ,藤岡　裕大
2022,ロッテ,安田　尚憲
2022,ロッテ,福田　秀平
2022,ロッテ,中村　奨吾
2022,ロッテ,佐々木　千隼
2022,ロッテ,石川　歩
2022,ロッテ,平沢　大河
2022,ロッテ,小島　和哉
2022,ロッテ,美馬　学
2022,ロッテ,種市　篤暉
2022,ロッテ,佐々木　朗希
2022,ロッテ,二木　康太
2022,ロッテ,唐川　侑己
2022,ロッテ,東條　大樹
2022,ロッテ,田村　龍弘
2022,ロッテ,三木　亮
2022,ロッテ,東妻　勇輔
2022,ロッテ,岡　大海
2022,ロッテ,坂本　光士郎
2022,ロッテ,松永　昂大
2022,ロッテ,西野　勇士
2022,ロッテ,廣畑　敦也
2022,ロッテ,菅野　剛士
2022,ロッテ,佐藤　都志也
2022,ロッテ,八木　彬
2022,ロッテ,土肥　星也
2022,ロッテ,鈴木　昭汰
2022,ロッテ,小野　郁
2022,ロッテ,髙部　瑛斗
2022,ロッテ,吉田　裕太
2022,ロッテ,福田　光輝
2022,ロッテ,成田　翔
2022,ロッテ,オスナ
2022,ロッテ,秋山　正雲
2022,ロッテ,井上　晴哉
2022,ロッテ,ゲレーロ
2022,ロッテ,岩下　大輝
2022,ロッテ,田中　靖洋
2022,ロッテ,中村　稔弥
2022,ロッテ,本前　郁也
2022,ロッテ,小沼　健太
2022,ロッテ,山口　航輝
2022,ロッテ,益田　直也
2022,ロッテ,江村　直也
2022,ロッテ,レアード
2022,ロッテ,エチェバリア
2022,ロッテ,中森　俊介
2022,ロッテ,小川　龍成
2022,ロッテ,河村　説人
2022,ロッテ,西川　僚祐
2022,ロッテ,横山　陸人
2022,ロッテ,山本　大斗
2022,ロッテ,森　遼大朗
2022,ロッテ,和田　康士朗
2022,ロッテ,佐藤　奨真
2022,ロッテ,古谷　拓郎
2022,ロッテ,加藤　匠馬
2022,ロッテ,茶谷　健太
2022,ロッテ,西巻　賢二
2022,ロッテ,土居　豪人
2022,ロッテ,マーティン
2022,ロッテ,ロメロ
2022,ロッテ,国吉　佑樹
2022,ロッテ,植田　将太
2022,ロッテ,柿沼　友哉
2022,ロッテ,田中　楓基
2022,ロッテ,谷川　唯人
2022,ロッテ,速水　将大
2022,ロッテ,永島田　輝斗
2022,ロッテ,村山　亮介
2022,ロッテ,サントス
2022,ロッテ,ペラルタ
2022,中日,髙松　渡
2022,中日,後藤　駿太
2022,中日,京田　陽太
2022,中日,石川　昂弥
2022,中日,高橋　周平
2022,中日,鵜飼　航丞
2022,中日,阿部　寿樹
2022,中日,平田　良介
2022,中日,根尾　昂
2022,中日,大島　洋平
2022,中日,福留　孝介
2022,中日,小笠原　慎之介
2022,中日,田島　慎二
2022,中日,橋本　侑樹
2022,中日,谷元　圭介
2022,中日,岩嵜　翔
2022,中日,柳　裕也
2022,中日,梅津　晃大
2022,中日,髙橋　宏斗
2022,中日,岡田　俊哉
2022,中日,大野　雄大
2022,中日,福元　悠真
2022,中日,福谷　浩司
2022,中日,佐藤　優
2022,中日,石森　大誠
2022,中日,大野　奨太
2022,中日,森　博人
2022,中日,ロドリゲス
2022,中日,三好　大倫
2022,中日,渡辺　勝
2022,中日,石垣　雅海
2022,中日,祖父江　大輔
2022,中日,福　敬登
2022,中日,木下　拓哉
2022,中日,岡野　祐一郎
2022,中日,三ツ俣　大樹
2022,中日,松葉　貴大
2022,中日,山下　斐紹
2022,中日,勝野　昌慶
2022,中日,ブライト　健太
2022,中日,味谷　大誠
2022,中日,郡司　裕也
2022,中日,土田　龍空
2022,中日,鈴木　博志
2022,中日,笠原　祥太郎
2022,中日,溝脇　隼人
2022,中日,伊藤　康祐
2022,中日,清水　達也
2022,中日,滝野　要
2022,中日,加藤　翔平
2022,中日,マルク
2022,中日,藤嶋　健人
2022,中日,福田　永将
2022,中日,星野　真生
2022,中日,Ａ．マルティネス
2022,中日,石橋　康太
2022,中日,山本　拓実
2022,中日,岡林　勇希
2022,中日,垣越　建伸
2022,中日,堂上　直倫
2022,中日,加藤　翼
2022,中日,ビシエド
2022,中日,上田　洸太朗
2022,中日,桂　依央利
2022,中日,近藤　廉
2022,中日,Ｒ．マルティネス
2022,中日,レビーラ
2022,中日,ガルシア
2022,中日,ワカマツ
2022,中日,タバーレス
2022,中日,竹内　龍臣
2022,中日,アルバレス
2022,中日,濱田　達郎
2022,中日,松木平　優太
2022,中日,松田　亘哲
2022,中日,石川　翔
2022,中日,福島　章太
2022,中日,大嶺　祐太
2022,巨人,湯浅　大
2022,巨人,増田　大輝
2022,巨人,加藤　廉
2022,巨人,ダニエル・ミサキ
2022,巨人,吉川　尚輝
2022,巨人,鈴木　大和
2022,巨人,中島　宏之
2022,巨人,坂本　勇人
2022,巨人,坂本　勇人
2022,巨人,デラクルーズ
2022,巨人,丸　佳浩
2022,巨人,松原　聖弥
2022,巨人,笹原　操希
2022,巨人,大津　綾也
2022,巨人,中田　翔
2022,巨人,平内　龍太
2022,巨人,笠島　尚樹
2022,巨人,デラロサ
2022,巨人,ティマ
2022,巨人,梶谷　隆幸
2022,巨人,京本　眞
2022,巨人,川嵜　陽仁
2022,巨人,大勢
2022,巨人,髙田　竜星
2022,巨人,奈良木　陸
2022,巨人,山口　俊
2022,巨人,菅野　智之
2022,巨人,木下　幹也
2022,巨人,山﨑　伊織
2022,巨人,戸郷　翔征
2022,巨人,井納　翔一
2022,巨人,黒田　響生
2022,巨人,亀田　啓太
2022,巨人,小林　誠司
2022,巨人,ポランコ
2022,巨人,大城　卓三
2022,巨人,前田　研輝
2022,巨人,岡本　和真
2022,巨人,岡本　大翔
2022,巨人,今村　信貴
2022,巨人,岸田　行倫
2022,巨人,富田　龍
2022,巨人,山田　龍聖
2022,巨人,アンドリース
2022,巨人,山﨑　友輔
2022,巨人,鍵谷　陽平
2022,巨人,赤星　優志
2022,巨人,廣岡　大志
2022,巨人,太田　龍
2022,巨人,桜井　俊貴
2022,巨人,石川　慎吾
2022,巨人,若林　晃弘
2022,巨人,岡田　悠希
2022,巨人,立岡　宗一郎
2022,巨人,谷岡　竜平
2022,巨人,中山　礼都
2022,巨人,中川　皓太
2022,巨人,メルセデス
2022,巨人,重信　慎之介
2022,巨人,ウォーカー
2022,巨人,畠　世周
2022,巨人,鍬原　拓也
2022,巨人,與那原　大剛
2022,巨人,鴨打　瑛二
2022,巨人,髙橋　優貴
2022,巨人,ウィーラー
2022,巨人,ビエイラ
2022,巨人,戸根　千明
2022,巨人,八百板　卓丸
2022,巨人,阿部　剣友
2022,巨人,北村　拓己
2022,巨人,高梨　雄平
2022,巨人,直江　大輔
2022,巨人,保科　広一
2022,巨人,秋広　優人
2022,巨人,石田　隼都
2022,巨人,伊藤　優輔
2022,巨人,高木　京介
2022,巨人,山本　一輝
2022,巨人,田中　豊樹
2022,巨人,菊田　拡和
2022,巨人,増田　陸
2022,巨人,横川　凱
2022,巨人,花田　侑樹
2022,巨人,大江　竜聖
2022,巨人,クロール
2022,巨人,香月　一也
2022,巨人,山瀬　慎之助
2022,巨人,代木　大和
2022,巨人,鈴木　優
2022,巨人,萩原　哲
2022,巨人,戸田　懐生
2022,巨人,堀田　賢慎
2022,巨人,勝俣　翔貴
2022,巨人,沼田　翔平
2022,巨人,平間　隼人
2022,巨人,喜多　隆介
2022,巨人,堀岡　隼人
2022,巨人,菊地　大稀
2022,巨人,井上　温大
2022,巨人,伊藤　海斗
2022,巨人,ウレーニャ
2022,巨人,シューメーカー
2022,広島,上本　崇司
2022,広島,曽根　海成
2022,広島,田中　広輔
2022,広島,長野　久義
2022,広島,安部　友裕
2022,広島,堂林　翔太
2022,広島,秋山　翔吾
2022,広島,マクブルーム
2022,広島,九里　亜蓮
2022,広島,大道　温貴
2022,広島,森浦　大輔
2022,広島,大瀬良　大地
2022,広島,森　翔平
2022,広島,岡田　明丈
2022,広島,森下　暢仁
2022,広島,野村　祐輔
2022,広島,栗林　良吏
2022,広島,中﨑　翔太
2022,広島,中村　奨成
2022,広島,薮田　和樹
2022,広島,黒原　拓未
2022,広島,中田　廉
2022,広島,會澤　翼
2022,広島,床田　寛樹
2022,広島,ケムナ　誠
2022,広島,一岡　竜司
2022,広島,坂倉　将吾
2022,広島,白濱　裕太
2022,広島,菊池　涼介
2022,広島,高橋　昂也
2022,広島,三好　匠
2022,広島,塹江　敦哉
2022,広島,野間　峻祥
2022,広島,宇草　孔基
2022,広島,菊池　保則
2022,広島,磯村　嘉孝
2022,広島,矢崎　拓也
2022,広島,アンダーソン
2022,広島,島内　颯太郎
2022,広島,林　晃汰
2022,広島,松本　竜也
2022,広島,高橋　樹也
2022,広島,山口　翔
2022,広島,アドゥワ　誠
2022,広島,正隨　優弥
2022,広島,中村　健人
2022,広島,小園　海斗
2022,広島,末包　昇大
2022,広島,小林　樹斗
2022,広島,韮澤　雄也
2022,広島,松山　竜平
2022,広島,中神　拓都
2022,広島,田中　法彦
2022,広島,藤井　黎來
2022,広島,大盛　穂
2022,広島,田村　俊介
2022,広島,矢野　雅哉
2022,広島,石原　貴規
2022,広島,西川　龍馬
2022,広島,髙木　翔斗
2022,広島,玉村　昇悟
2022,広島,遠藤　淳志
2022,広島,中村　祐太
2022,広島,ターリー
2022,広島,羽月　隆太郎
2022,広島,持丸　泰輝
2022,広島,フランスア
2022,広島,コルニエル
2022,広島,行木　俊
2022,広島,二俣　翔一
2022,広島,坂田　怜
2022,広島,木下　元秀
2022,広島,戸田　隆矢
2022,広島,新家　颯
2022,広島,前川　誠太
2022,広島,中村　来生
2022,日本ハム,杉谷　拳士
2022,日本ハム,王　柏融
2022,日本ハム,上川畑　大悟
2022,日本ハム,ヌニエス
2022,日本ハム,アルカンタラ
2022,日本ハム,近藤　健介
2022,日本ハム,中島　卓也
2022,日本ハム,清水　優心
2022,日本ハム,松本　剛
2022,日本ハム,生田目　翼
2022,日本ハム,加藤　貴之
2022,日本ハム,上沢　直之
2022,日本ハム,達　孝太
2022,日本ハム,伊藤　大海
2022,日本ハム,吉田　輝星
2022,日本ハム,金子　千尋
2022,日本ハム,上原　健太
2022,日本ハム,清宮　幸太郎
2022,日本ハム,杉浦　稔大
2022,日本ハム,渡邉　諒
2022,日本ハム,野村　佑希
2022,日本ハム,宮西　尚生
2022,日本ハム,淺間　大基
2022,日本ハム,古川　裕大
2022,日本ハム,河野　竜生
2022,日本ハム,井口　和朋
2022,日本ハム,宇佐見　真吾
2022,日本ハム,髙濱　祐仁
2022,日本ハム,谷内　亮太
2022,日本ハム,立野　和明
2022,日本ハム,堀　瑞輝
2022,日本ハム,西村　天裕
2022,日本ハム,木村　文紀
2022,日本ハム,柿木　蓮
2022,日本ハム,石井　一成
2022,日本ハム,有薗　直輝
2022,日本ハム,福田　俊
2022,日本ハム,ロドリゲス
2022,日本ハム,ガント
2022,日本ハム,水野　達稀
2022,日本ハム,阪口　樂
2022,日本ハム,ポンセ
2022,日本ハム,畔柳　亨丞
2022,日本ハム,鈴木　健矢
2022,日本ハム,上野　響平
2022,日本ハム,佐藤　龍世
2022,日本ハム,五十幡　亮汰
2022,日本ハム,石川　直也
2022,日本ハム,池田　隆英
2022,日本ハム,長谷川　威展
2022,日本ハム,玉井　大翔
2022,日本ハム,松浦　慶斗
2022,日本ハム,細川　凌平
2022,日本ハム,北山　亘基
2022,日本ハム,谷川　昌希
2022,日本ハム,根本　悠楓
2022,日本ハム,郡　拓也
2022,日本ハム,今川　優馬
2022,日本ハム,望月　大希
2022,日本ハム,北浦　竜次
2022,日本ハム,田宮　裕涼
2022,日本ハム,梅林　優貴
2022,日本ハム,万波　中正
2022,日本ハム,片岡　奨人
2022,日本ハム,石川　亮
2022,日本ハム,宮田　輝星
2022,日本ハム,メネズ
2022,日本ハム,古川　侑利
2022,日本ハム,田中　瑛斗
2022,日本ハム,樋口　龍之介
2022,日本ハム,長谷川　凌汰
2022,日本ハム,松本　遼大
2022,日本ハム,齊藤　伸治
2022,日本ハム,福島　蓮
2022,日本ハム,速水　隆成
2022,日本ハム,柳川　大晟
2022,日本ハム,阿部　和広
2022,日本ハム,高山　優希
2022,日本ハム,難波　侑平
2022,日本ハム,姫野　優也
2022,楽天,小深田　大翔
2022,楽天,佐藤　智輝
2022,楽天,松井　裕樹
2022,楽天,太田　光
2022,楽天,浅村　栄斗
2022,楽天,引地　秀一郎
2022,楽天,オコエ　瑠偉
2022,楽天,茂木　栄五郎
2022,楽天,西川　遥輝
2022,楽天,鈴木　大地
2022,楽天,福森　耀真
2022,楽天,辰己　涼介
2022,楽天,吉持　亮汰
2022,楽天,吉野　創士
2022,楽天,岸　孝之
2022,楽天,マルモレホス
2022,楽天,則本　昂大
2022,楽天,涌井　秀章
2022,楽天,森　雄大
2022,楽天,王　彦程
2022,楽天,塩見　貴洋
2022,楽天,田中　将大
2022,楽天,安樂　智大
2022,楽天,早川　隆久
2022,楽天,川島　慶三
2022,楽天,弓削　隼人
2022,楽天,黒川　史陽
2022,楽天,田中　和基
2022,楽天,炭谷　銀仁朗
2022,楽天,岡島　豪郎
2022,楽天,酒居　知史
2022,楽天,高田　孝一
2022,楽天,小峯　新陸
2022,楽天,福井　優也
2022,楽天,ブセニッツ
2022,楽天,銀次
2022,楽天,山﨑　剛
2022,楽天,島内　宏明
2022,楽天,前田　銀治
2022,楽天,岩見　政暉
2022,楽天,伊藤　裕季也
2022,楽天,内間　拓馬
2022,楽天,釜田　佳直
2022,楽天,ギッテンス
2022,楽天,宋　家豪
2022,楽天,田中　貴也
2022,楽天,松井　友飛
2022,楽天,藤平　尚真
2022,楽天,藤井　聖
2022,楽天,渡邊　佳明
2022,楽天,西垣　雅矢
2022,楽天,武藤　敦貴
2022,楽天,小郷　裕哉
2022,楽天,津留﨑　大成
2022,楽天,髙田　萌生
2022,楽天,和田　恋
2022,楽天,安田　悠馬
2022,楽天,鈴木　翔天
2022,楽天,瀧中　瞭太
2022,楽天,辛島　航
2022,楽天,泰　勝利
2022,楽天,石橋　良太
2022,楽天,横尾　俊建
2022,楽天,西口　直人
2022,楽天,入江　大樹
2022,楽天,福山　博之
2022,楽天,堀内　謙伍
2022,楽天,村林　一輝
2022,楽天,内田　靖人
2022,楽天,寺岡　寛治
2022,楽天,内　星龍
2022,楽天,石原　彪
2022,楽天,吉川　雄大
2022,楽天,宮森　智志
2022,楽天,水上　桂
2022,楽天,渡邊　佑樹
2022,楽天,釜元　豪
2022,楽天,清宮　虎多朗
2022,楽天,江川　侑斗
2022,楽天,マーキ
2022,楽天,澤野　聖悠
2022,楽天,柳澤　大空
2022,楽天,大河原　翔
2022,楽天,石田　駿
2022,西武,栗山　巧
2022,西武,岡田　雅利
2022,西武,山川　穂高
2022,西武,山野辺　翔
2022,西武,外崎　修汰
2022,西武,源田　壮亮
2022,西武,金子　侑司
2022,西武,渡部　健人
2022,西武,森　友哉
2022,西武,今井　達也
2022,西武,渡邉　勇太朗
2022,西武,髙橋　光成
2022,西武,増田　達至
2022,西武,宮川　哲
2022,西武,隅田　知一郎
2022,西武,松本　航
2022,西武,佐藤　隼輔
2022,西武,浜屋　将太
2022,西武,十亀　剣
2022,西武,古賀　悠斗
2022,西武,公文　克彦
2022,西武,平井　克典
2022,西武,佐々木　健
2022,西武,内海　哲也
2022,西武,森脇　亮介
2022,西武,オグレディ
2022,西武,平沼　翔太
2022,西武,山村　崇嘉
2022,西武,ジャンセン・ウィティ
2022,西武,佐野　泰雄
2022,西武,若林　楽人
2022,西武,柘植　世那
2022,西武,牧野　翔矢
2022,西武,呉　念庭
2022,西武,田村　伊知郎
2022,西武,井上　広輝
2022,西武,ボー・タカハシ
2022,西武,羽田　慎之介
2022,西武,與座　海人
2022,西武,本田　圭佑
2022,西武,鈴木　将平
2022,西武,松岡　洸希
2022,西武,武隈　祥太
2022,西武,ブランドン
2022,西武,中山　誠吾
2022,西武,西川　愛也
2022,西武,山田　遥楓
2022,西武,愛斗
2022,西武,スミス
2022,西武,川野　涼多
2022,西武,黒田　将矢
2022,西武,熊代　聖人
2022,西武,大曲　錬
2022,西武,中村　剛也
2022,西武,平良　海馬
2022,西武,滝澤　夏央
2022,西武,長谷川　信哉
2022,西武,中熊　大智
2022,西武,戸川　大輔
2022,西武,仲三河　優太
2022,西武,赤上　優人
2022,西武,岸　潤一郎
2022,西武,水上　由伸
2022,西武,川越　誠司
2022,西武,高木　渉
2022,西武,エンス
2022,西武,齊藤　誠人
2022,西武,齊藤　大将
2022,西武,粟津　凱士
2022,西武,伊藤　翔
2022,西武,上間　永遠
2022,西武,コドラド
2022,西武,ヘレラ
2022,西武,出井　敏博
2022,西武,ジョセフ
2022,西武,豆田　泰志
2022,西武,古市　尊
2022,西武,菅井　信也
2022,西武,川村　啓真
2022,阪神,山本　泰寛
2022,阪神,木浪　聖也
2022,阪神,梅野　隆太郎
2022,阪神,大山　悠輔
2022,阪神,熊谷　敬宥
2022,阪神,近本　光司
2022,阪神,糸井　嘉男
2022,阪神,佐藤　輝明
2022,阪神,髙山　俊
2022,阪神,坂本　誠志郎
2022,阪神,岩崎　優
2022,阪神,チェン・ウェイン
2022,阪神,西　純矢
2022,阪神,西　勇輝
2022,阪神,岩貞　祐太
2022,阪神,馬場　皐輔
2022,阪神,藤浪　晋太郎
2022,阪神,森木　大智
2022,阪神,秋山　拓巳
2022,阪神,ロハス・ジュニア
2022,阪神,江越　大賀
2022,阪神,北條　史也
2022,阪神,伊藤　将司
2022,阪神,鈴木　勇斗
2022,阪神,髙橋　遥人
2022,阪神,佐藤　蓮
2022,阪神,マルテ
2022,阪神,井上　広大
2022,阪神,糸原　健斗
2022,阪神,二保　旭
2022,阪神,才木　浩人
2022,阪神,浜地　真澄
2022,阪神,及川　雅貴
2022,阪神,小幡　竜平
2022,阪神,榮枝　裕貴
2022,阪神,尾仲　祐哉
2022,阪神,村上　頌樹
